league.year,league.name,person.ref,person.name.last,person.name.given,person.bats,person.throws,phase.name,S_STINT,entry.name,B_G,B_AB,B_R,B_ER,B_H,B_TB,B_1B,B_2B,B_3B,B_HR,B_RBI,B_BB,B_IBB,B_SO,B_GDP,B_HP,B_SH,B_SF,B_SB,B_CS,B_AVG,B_AVG_RANK,P_G,P_GS,P_CG,P_SHO,P_TO,P_GF,P_W,P_L,P_T,P_PCT,P_IP,P_TBF,P_AB,P_R,P_ER,P_H,P_HR,P_BB,P_IBB,P_SO,P_HP,P_SH,P_WP,P_BK,P_SB,P_ERA,P_ERA_RANK,F_1B_POS,F_1B_G,F_1B_TC,F_1B_PO,F_1B_A,F_1B_E,F_1B_DP,F_1B_TP,F_1B_PCT,F_2B_POS,F_2B_G,F_2B_TC,F_2B_PO,F_2B_A,F_2B_E,F_2B_DP,F_2B_TP,F_2B_PCT,F_3B_POS,F_3B_G,F_3B_TC,F_3B_PO,F_3B_A,F_3B_E,F_3B_DP,F_3B_TP,F_3B_PCT,F_SS_POS,F_SS_G,F_SS_TC,F_SS_PO,F_SS_A,F_SS_E,F_SS_DP,F_SS_TP,F_SS_PCT,F_OF_POS,F_OF_G,F_OF_TC,F_OF_PO,F_OF_A,F_OF_E,F_OF_DP,F_OF_TP,F_OF_PCT,F_LF_POS,F_LF_G,F_LF_TC,F_LF_PO,F_LF_A,F_LF_E,F_LF_DP,F_LF_TP,F_LF_PCT,F_CF_POS,F_CF_G,F_CF_TC,F_CF_PO,F_CF_A,F_CF_E,F_CF_DP,F_CF_TP,F_CF_PCT,F_RF_POS,F_RF_G,F_RF_TC,F_RF_PO,F_RF_A,F_RF_E,F_RF_DP,F_RF_TP,F_RF_PCT,F_C_POS,F_C_G,F_C_INN,F_C_TC,F_C_PO,F_C_A,F_C_E,F_C_DP,F_C_TP,F_C_PB,F_C_SB,F_C_CS,F_C_PCT,F_P_POS,F_P_G,F_P_TC,F_P_PO,F_P_A,F_P_E,F_P_DP,F_P_TP,F_P_PCT,F_ALL_G,F_ALL_TC,F_ALL_PO,F_ALL_A,F_ALL_E,F_ALL_DP,F_ALL_TP,F_ALL_PCT
1957,Big State League,B01765,Gorden,Earl,L,,regular,0,Victoria,6,6,,,2,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01779,Harrison,Clayton,,,regular,0,Victoria,5,11,,,1,,,,,,,,,,,,,,,,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01787,Huffman,Donald,,,regular,0,Victoria,5,5,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01798,Johnson,Marshall,,,regular,0,Victoria,2,5,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01804,Rochelli,Louis,,,regular,0,Victoria,1,0,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01812,Wells,William,,,regular,0,Victoria,4,4,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01820,Ciatto,Rosario,,,regular,0,Wichita Falls,7,21,,,5,,,,,,,,,,,,,,,,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01836,DeHondt,Rene,L,,regular,0,Wichita Falls,7,6,,,2,,,,,,,,,,,,,,,,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01848,Dial,Carroll,,,regular,0,Wichita Falls,6,3,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01857,Exter,David,,,regular,0,Wichita Falls,6,6,,,1,,,,,,,,,,,,,,,,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01861,Franklin,Howard,,,regular,0,Wichita Falls,1,0,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01873,Franks,Lois,L,,regular,0,Wichita Falls,6,7,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01885,Kirkpatrick,Thomas,,,regular,0,Wichita Falls,3,7,,,2,,,,,,,,,,,,,,,,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01899,Lankford,Charles,,,regular,0,Wichita Falls,7,8,,,3,,,,,,,,,,,,,,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01905,Lowrey,Joseph,,,regular,0,Wichita Falls,3,0,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01918,Puehl,Thomas,,,regular,0,Wichita Falls,9,19,,,4,,,,,,,,,,,,,,,,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01926,Sassone,Edward,,,regular,1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01926,Sassone,Edward,,,regular,2,Wichita Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01926,Sassone,Edward,,,regular,T,,9,11,,,2,,,,,,,,,,,,,,,,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01939,Stegall,Fred,,,regular,0,Wichita Falls,9,5,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01947,Stephens,Guy,,,regular,0,Wichita Falls,1,0,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,B01952,Weber,Arthur,,,regular,0,Wichita Falls,2,2,,,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10019,Arendt,,,,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,12,9,5,1,,,6,4,,0.6,81.0,,,43,36,81,9,27,0,63,1,,0,0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10024,Aylmer,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,41,6,2,1,,,8,8,,0.5,131.0,,,72,60,140,11,46,3,80,10,,5,1,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10035,Baliga,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,18,13,10,1,,,10,4,,0.714,124.0,,,39,27,100,7,32,0,91,1,,1,1,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10043,Bober,,,L,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,21,19,8,0,,,11,7,,0.611,144.0,,,76,58,153,6,35,3,80,0,,7,2,,3.63,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10056,Boxer,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,11,7,1,0,,,1,4,,0.2,37.0,,,41,30,48,1,28,0,27,0,,6,1,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10062,Brown,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,17,7,1,1,,,3,5,,0.375,58.0,,,37,28,68,5,39,0,69,0,,8,0,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10070,Bumgardner,,,L,regular,0,Wichita Falls,,,,,,,,,,,,,,,,,,,,,,,13,2,0,0,,,0,3,,0.0,33.0,,,24,16,39,3,16,0,15,1,,2,0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10081,Donnelly,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,13,6,3,0,,,2,5,,0.286,48.0,,,33,22,44,5,20,0,25,2,,3,0,,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10097,Douglas,,,,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,13,7,2,0,,,3,5,,0.375,60.0,,,29,23,60,6,28,2,41,4,,1,0,,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10100,Dudley,,,,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,46,11,2,1,,,10,8,,0.556,150.0,,,65,51,157,13,42,1,70,1,,4,1,,3.06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10113,Greenlaw,,,L,regular,0,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,31,20,6,0,,,7,8,,0.467,126.0,,,76,60,111,8,105,0,115,4,,6,0,,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10121,Guie,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,12,10,3,1,,,1,7,,0.125,67.0,,,47,34,67,7,36,0,68,4,,4,0,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10137,Higginbottom,,,L,regular,0,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,40,16,9,3,,,12,7,,0.632,172.0,,,96,74,157,18,103,3,197,6,,3,1,,3.87,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10145,Horvatin,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,22,16,7,1,,,5,6,,0.455,131.0,,,82,67,123,13,81,0,96,4,,3,0,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10159,Hribar,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,14,9,4,0,,,4,2,,0.667,75.0,,,43,29,64,6,52,1,103,0,,8,0,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10168,Hunter,,,L,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,15,12,6,1,,,5,6,,0.455,89.0,,,43,35,89,3,50,2,81,6,,5,0,,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10176,Hurst,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,20,12,4,1,,,5,8,,0.385,103.0,,,54,47,100,8,42,4,52,3,,4,0,,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10184,Jones,,,,regular,0,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,28,18,10,0,,,5,11,,0.313,138.0,,,96,70,151,12,75,1,103,10,,14,0,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10192,Kambour,,,L,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,17,12,5,0,,,7,4,,0.636,92.0,,,56,50,105,7,42,0,73,2,,1,1,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10202,Killeen,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,15,12,4,0,,,4,5,,0.444,81.0,,,50,46,72,2,68,0,78,0,,7,0,,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10215,Koczwara,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,,,1,2,,0.333,30.0,,,28,23,27,1,21,1,10,1,,1,1,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10228,Kowalski,,,L,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,21,10,1,1,,,4,7,,0.364,81.0,,,55,43,82,4,56,0,43,5,,8,0,,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10231,Kunert,,,L,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,14,8,2,1,,,1,7,,0.125,66.0,,,41,26,67,2,33,1,44,5,,3,0,,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10244,Kuykendall,,,L,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,27,16,4,1,,,5,7,,0.417,121.0,,,80,66,134,6,49,2,76,1,,2,0,,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10253,Lewis,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,10,4,2,0,,,3,1,,0.75,33.0,,,19,16,25,2,17,0,25,0,,0,0,,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10266,Lutz,,,,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,9,6,4,0,,,1,4,,0.2,49.0,,,25,22,39,3,34,1,39,3,,3,0,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10277,Mathis,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,10,6,1,0,,,2,3,,0.4,49.0,,,43,24,57,3,14,0,25,1,,2,0,,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10289,Mazzamorra,,,L,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,13,10,2,0,,,3,5,,0.375,67.0,,,43,42,70,4,50,1,39,2,,5,0,,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10290,McClure,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,12,5,2,0,,,2,1,,0.667,50.0,,,42,40,55,6,49,0,29,2,,9,0,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10304,McNulty,,,,regular,0,Abilene,,,,,,,,,,,,,,,,,,,,,,,37,24,12,0,,,15,10,,0.6,219.0,,,94,75,197,19,88,1,169,2,,12,0,,3.08,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10312,Mills,,,L,regular,0,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,33,16,8,3,,,10,13,,0.435,162.0,,,99,71,169,9,64,1,109,7,,7,0,,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10320,Miro,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,23,21,13,4,,,12,8,,0.6,168.0,,,72,53,136,6,97,0,108,1,,4,0,,2.84,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10336,Moorhead,,,,regular,0,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,15,8,4,0,,,4,5,,0.444,67.0,,,34,31,60,4,29,0,44,2,,2,2,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10348,Muniz,,,,regular,0,Corpus Christi,,,,,,,,,,,,,,,,,,,,,,,35,21,9,2,,,12,10,,0.545,184.0,,,94,81,189,16,66,2,147,4,,5,1,,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10357,Nicolosi,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,40,27,20,3,,,21,10,,0.677,241.0,,,91,79,209,21,53,2,208,3,,7,0,,2.95,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10361,Oquendo,,,,regular,0,Victoria,,,,,,,,,,,,,,,,,,,,,,,31,19,9,1,,,13,7,,0.65,154.0,,,81,70,149,14,54,0,144,8,,5,2,,4.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10373,Puehl,,,,regular,0,Wichita Falls,,,,,,,,,,,,,,,,,,,,,,,8,4,1,0,,,1,2,,0.333,38.0,,,27,22,44,3,16,0,16,1,,2,0,,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10385,Salgado,,,,regular,0,Beaumont,,,,,,,,,,,,,,,,,,,,,,,20,8,2,0,,,5,4,,0.556,98.0,,,51,44,96,7,33,0,45,6,,1,0,,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10399,Sanner,,,L,regular,1,Port Arthur/Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10399,Sanner,,,L,regular,2,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10399,Sanner,,,L,regular,T,,,,,,,,,,,,,,,,,,,,,,,,24,14,7,1,,,12,4,,0.75,148.0,,,66,46,115,9,71,2,96,4,,8,0,,2.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1957,Big State League,P10407,Sassone,,,,regular,1,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
